0,0,0,0,0.
1,105,41,23,0.
2,119,57,30,0.
3,105,62,29,0.
4,147,78,36,0.
5,101,56,20,0.
6,113,75,29,0.
7,139,87,38,0.
8,165,105,66,0.
9,130,81,39,0.
10,125,86,36,0.
11,201,162,54,0.
12,216,162,59,0.
13,232,162,80,0.
14,142,80,39,0.
15,119,66,33,0.
16,102,68,26,0.
17,147,80,38,0.
18,133,86,30,0.
19,207,105,54,0.
20,243,184,86,0.
21,169,96,139,0.
22,114,87,247,0.
23,255,138,192,0.
24,255,205,156,0.
25,255,216,216,0.
26,151,126,255,0.
27,63,78,255,0.
28,39,78,255,0.
29,48,80,255,0.
30,0,59,255,0.
31,12,68,255,0.
32,95,156,255,0.
33,196,196,255,0.
34,189,102,162,0.
35,225,162,162,0.
36,253,232,255,0.
37,169,216,255,0.
38,180,171,255,0.
39,175,122,71,0.
40,229,162,75,0.
41,232,174,59,0.
42,255,210,101,0.
43,255,225,142,0.
44,255,240,122,0.
45,255,241,147,0.
46,255,253,162,0.
47,255,192,122,0.
48,216,125,78,0.
49,142,71,39,0.
50,151,78,50,0.
51,80,39,23,0.
52,68,30,5,0.
53,83,50,20,0.
54,133,83,68,0.
55,62,24,20,0.
56,63,26,20,0.
57,86,27,12,0.
58,81,27,9,0.
59,0,0,0,0.
60,0,0,0,0.
61,113,57,36,0.
62,166,57,30,0.
63,190,78,41,0.
64,96,38,12,0.
65,71,36,20,0.
66,122,78,27,0.
67,125,83,36,0.
68,122,80,50,0.
69,147,86,41,0.
70,201,122,66,0.
71,219,122,57,0.
72,255,135,71,0.
73,255,187,105,0.
74,255,205,130,0.
75,255,219,139,0.
76,225,126,96,0.
77,255,196,122,0.
78,240,171,189,0.
79,192,169,255,0.
80,86,114,255,0.
81,66,130,255,0.
82,59,126,255,0.
83,72,162,255,0.
84,18,92,255,0.
85,0,80,255,0.
86,48,122,255,0.
87,18,86,255,0.
88,0,71,255,0.
89,33,92,255,0.
90,0,63,255,0.
91,0,71,255,0.
92,0,78,255,0.
93,9,80,255,0.
94,0,78,255,0.
95,0,80,255,0.
96,0,89,255,0.
97,20,96,255,0.
98,54,138,255,0.
99,48,105,255,0.
100,71,86,255,0.
101,165,122,171,0.
102,187,126,122,0.
103,216,122,119,0.
104,255,189,122,0.
105,255,255,180,0.
106,255,210,122,0.
107,255,175,89,0.
108,255,147,75,0.
109,240,130,77,0.
110,156,86,38,0.
111,101,71,26,0.
112,105,78,39,0.
113,114,59,26,0.
114,160,80,30,0.
115,174,87,50,0.
116,180,92,54,0.
117,122,68,30,0.
118,101,57,29,0.
119,0,0,0,0.
120,0,0,0,0.
121,126,78,63,0.
122,142,80,54,0.
123,135,78,44,0.
124,183,86,39,0.
125,235,119,54,0.
126,255,162,77,0.
127,253,126,54,0.
128,219,105,48,0.
129,255,130,56,0.
130,255,219,89,0.
131,255,240,130,0.
132,255,241,122,0.
133,255,183,122,0.
134,204,93,96,0.
135,171,113,151,0.
136,147,96,198,0.
137,80,78,204,0.
138,66,89,255,0.
139,44,122,255,0.
140,27,122,255,0.
141,15,113,255,0.
142,0,96,255,0.
143,0,96,255,0.
144,0,86,255,0.
145,0,81,255,0.
146,0,78,255,0.
147,0,71,255,0.
148,0,68,255,0.
149,0,62,255,0.
150,15,71,255,0.
151,6,71,255,0.
152,0,66,255,0.
153,24,92,255,0.
154,89,190,255,0.
155,33,130,255,0.
156,0,96,255,0.
157,0,101,255,0.
158,0,92,255,0.
159,26,122,255,0.
160,113,198,255,0.
161,196,229,186,0.
162,190,183,166,0.
163,249,201,192,0.
164,255,222,169,0.
165,255,201,147,0.
166,255,186,114,0.
167,253,175,105,0.
168,205,138,74,0.
169,255,222,147,0.
170,210,138,95,0.
171,196,133,89,0.
172,255,204,122,0.
173,255,147,101,0.
174,156,87,80,0.
175,119,86,83,0.
176,156,105,113,0.
177,101,77,81,0.
178,93,71,80,0.
179,0,0,0,0.
180,0,0,0,0.
181,198,122,122,0.
182,204,147,147,0.
183,184,105,96,0.
184,183,105,102,0.
185,235,139,133,0.
186,255,183,151,0.
187,255,192,126,0.
188,255,241,162,0.
189,255,205,130,0.
190,255,255,210,0.
191,255,255,205,0.
192,255,255,255,0.
193,253,205,122,0.
194,255,255,190,0.
195,244,186,86,0.
196,225,183,54,0.
197,211,171,105,0.
198,222,240,210,0.
199,207,216,192,0.
200,172,187,192,0.
201,113,133,192,0.
202,87,151,255,0.
203,62,101,247,0.
204,38,87,255,0.
205,56,122,255,0.
206,44,96,255,0.
207,23,77,255,0.
208,0,62,255,0.
209,0,54,255,0.
210,0,54,255,0.
211,0,62,255,0.
212,0,71,255,0.
213,0,80,255,0.
214,0,87,255,0.
215,0,89,255,0.
216,0,95,255,0.
217,23,126,255,0.
218,36,162,255,0.
219,41,156,255,0.
220,92,162,241,0.
221,160,211,205,0.
222,166,190,216,0.
223,186,147,122,0.
224,247,235,192,0.
225,240,207,156,0.
226,235,192,139,0.
227,255,255,192,0.
228,255,255,255,0.
229,255,255,255,0.
230,255,255,219,0.
231,255,255,187,0.
232,229,174,122,0.
233,255,204,183,0.
234,241,189,183,0.
235,162,96,105,0.
236,133,83,92,0.
237,174,105,114,0.
238,160,93,95,0.
239,0,0,0,0.
240,0,0,0,0.
241,183,122,122,0.
242,138,89,114,0.
243,151,95,122,0.
244,201,166,171,0.
245,210,187,183,0.
246,255,255,255,0.
247,255,235,198,0.
248,247,174,133,0.
249,255,255,253,0.
250,222,241,255,0.
251,180,165,241,0.
252,113,113,241,0.
253,75,102,255,0.
254,36,54,204,0.
255,48,71,210,0.
256,38,71,241,0.
257,2,54,255,0.
258,12,96,255,0.
259,0,114,255,0.
260,0,66,255,0.
261,0,78,255,0.
262,0,101,255,0.
263,0,87,255,0.
264,0,83,255,0.
265,12,86,255,0.
266,0,78,255,0.
267,0,66,255,0.
268,0,56,255,0.
269,0,57,255,0.
270,0,54,255,0.
271,5,63,255,0.
272,0,66,255,0.
273,51,122,255,0.
274,77,162,255,0.
275,2,87,255,0.
276,0,83,255,0.
277,0,78,255,0.
278,5,86,255,0.
279,0,66,255,0.
280,0,75,255,0.
281,5,51,210,0.
282,57,78,187,0.
283,29,59,235,0.
284,71,87,243,0.
285,78,93,240,0.
286,50,71,247,0.
287,54,71,222,0.
288,89,89,196,0.
289,130,122,192,0.
290,156,151,186,0.
291,255,240,216,0.
292,216,207,174,0.
293,243,253,219,0.
294,255,255,241,0.
295,229,211,207,0.
296,130,105,125,0.
297,92,78,92,0.
298,138,122,122,0.
299,0,0,0,0.
