0,0,0,0,0.
1,0,0,0,0.
2,0,0,0,0.
3,0,29,0,0.
4,0,44,0,0.
5,5,54,0,0.
6,51,133,0,0.
7,0,51,0,0.
8,17,80,0,0.
9,0,45,0,0.
10,17,120,0,0.
11,26,141,0,0.
12,0,138,0,0.
13,12,129,0,0.
14,126,190,14,0.
15,199,250,249,0.
16,255,255,255,0.
17,255,255,255,0.
18,255,255,255,0.
19,255,255,255,0.
20,255,255,255,0.
21,229,255,255,0.
22,107,255,255,0.
23,96,255,255,0.
24,116,255,255,0.
25,66,255,255,0.
26,72,255,255,0.
27,160,255,255,0.
28,220,255,255,0.
29,168,255,255,0.
30,217,255,255,0.
31,255,255,255,0.
32,216,255,255,0.
33,243,255,255,0.
34,190,255,255,0.
35,177,255,255,0.
36,247,255,255,0.
37,228,255,255,0.
38,255,255,255,0.
39,255,255,255,0.
40,255,255,255,0.
41,255,255,255,0.
42,255,255,255,0.
43,255,255,255,0.
44,255,255,255,0.
45,35,122,0,0.
46,12,116,0,0.
47,150,219,24,0.
48,189,238,138,0.
49,210,255,139,0.
50,186,243,156,0.
51,130,199,45,0.
52,86,159,0,0.
53,139,189,9,0.
54,30,105,0,0.
55,38,72,0,0.
56,63,101,0,0.
57,20,54,0,0.
58,0,24,0,0.
59,0,0,0,0.
60,0,0,0,0.
61,47,89,0,0.
62,110,129,0,0.
63,138,165,0,0.
64,145,175,0,0.
65,156,192,0,0.
66,153,195,0,0.
67,183,232,44,0.
68,195,253,154,0.
69,247,255,210,0.
70,216,255,130,0.
71,190,228,120,0.
72,153,195,96,0.
73,96,156,30,0.
74,21,114,0,0.
75,89,165,72,0.
76,187,231,183,0.
77,255,255,255,0.
78,255,255,255,0.
79,255,255,255,0.
80,255,255,255,0.
81,255,255,255,0.
82,255,255,255,0.
83,255,255,255,0.
84,255,255,255,0.
85,255,255,255,0.
86,255,255,255,0.
87,255,255,255,0.
88,243,255,255,0.
89,232,255,255,0.
90,57,255,255,0.
91,86,255,255,0.
92,237,255,255,0.
93,255,255,255,0.
94,192,255,255,0.
95,122,255,255,0.
96,199,255,255,0.
97,255,255,255,0.
98,255,255,255,0.
99,255,255,255,0.
100,255,255,255,0.
101,255,255,255,0.
102,255,255,255,0.
103,255,255,255,0.
104,165,222,147,0.
105,60,141,0,0.
106,0,72,0,0.
107,105,147,38,0.
108,223,255,207,0.
109,255,255,255,0.
110,255,255,255,0.
111,243,255,199,0.
112,222,253,104,0.
113,168,223,0,0.
114,128,208,0,0.
115,101,181,0,0.
116,111,165,0,0.
117,68,130,0,0.
118,42,122,0,0.
119,0,0,0,0.
120,0,0,0,0.
121,54,141,0,0.
122,51,162,0,0.
123,80,177,0,0.
124,30,159,0,0.
125,138,208,0,0.
126,228,255,72,0.
127,255,255,141,0.
128,237,255,249,0.
129,231,255,255,0.
130,255,255,255,0.
131,253,255,255,0.
132,119,165,26,0.
133,125,187,0,0.
134,57,147,0,0.
135,162,208,157,0.
136,255,255,255,0.
137,255,255,255,0.
138,255,255,255,0.
139,255,255,255,0.
140,255,255,255,0.
141,255,255,255,0.
142,223,255,255,0.
143,129,255,255,0.
144,150,255,255,0.
145,159,255,255,0.
146,219,255,255,0.
147,211,255,255,0.
148,204,255,255,0.
149,38,255,255,0.
150,114,255,255,0.
151,204,255,255,0.
152,216,255,255,0.
153,183,255,255,0.
154,132,255,255,0.
155,181,255,255,0.
156,232,255,255,0.
157,255,255,255,0.
158,255,255,255,0.
159,208,255,255,0.
160,249,255,255,0.
161,255,255,255,0.
162,157,199,162,0.
163,66,119,8,0.
164,0,42,0,0.
165,147,204,0,0.
166,104,175,0,0.
167,60,138,0,0.
168,20,45,0,0.
169,5,12,0,0.
170,24,45,21,0.
171,101,184,186,0.
172,154,237,229,0.
173,250,255,165,0.
174,180,238,0,0.
175,104,186,0,0.
176,63,165,0,0.
177,38,147,0,0.
178,9,132,0,0.
179,0,0,0,0.
180,0,0,0,0.
181,92,154,0,0.
182,83,159,0,0.
183,80,165,0,0.
184,89,180,0,0.
185,145,199,0,0.
186,141,190,57,0.
187,130,208,168,0.
188,172,243,208,0.
189,207,255,210,0.
190,196,223,196,0.
191,39,89,0,0.
192,45,129,0,0.
193,101,177,0,0.
194,125,184,0,0.
195,198,223,196,0.
196,240,255,255,0.
197,238,255,255,0.
198,255,255,255,0.
199,255,255,255,0.
200,201,253,255,0.
201,250,255,255,0.
202,253,255,255,0.
203,205,255,255,0.
204,165,255,255,0.
205,35,255,255,0.
206,42,255,255,0.
207,147,255,255,0.
208,133,255,255,0.
209,83,255,255,0.
210,45,255,255,0.
211,80,255,255,0.
212,32,255,255,0.
213,0,255,255,0.
214,89,255,255,0.
215,180,255,255,0.
216,175,255,255,0.
217,195,255,255,0.
218,172,255,255,0.
219,228,255,255,0.
220,255,255,255,0.
221,255,255,255,0.
222,217,255,255,0.
223,145,255,255,0.
224,208,255,255,0.
225,114,169,0,0.
226,75,165,0,0.
227,0,89,0,0.
228,0,45,0,0.
229,138,205,165,0.
230,122,255,247,0.
231,83,255,240,0.
232,12,223,238,0.
233,69,231,232,0.
234,184,228,119,0.
235,120,180,0,0.
236,95,165,0,0.
237,48,147,0,0.
238,8,104,0,0.
239,0,0,0,0.
240,0,0,0,0.
241,29,101,0,0.
242,95,150,0,0.
243,110,157,0,0.
244,119,168,5,0.
245,72,207,189,0.
246,0,238,255,0.
247,0,255,255,0.
248,0,255,255,0.
249,20,255,255,0.
250,24,211,187,0.
251,0,9,0,0.
252,0,12,0,0.
253,14,133,0,0.
254,107,168,0,0.
255,57,162,105,0.
256,0,255,255,0.
257,0,255,255,0.
258,169,255,255,0.
259,247,255,255,0.
260,175,255,255,0.
261,168,255,255,0.
262,139,255,255,0.
263,72,255,255,0.
264,0,255,255,0.
265,0,255,255,0.
266,0,255,255,0.
267,0,255,255,0.
268,0,255,255,0.
269,0,255,255,0.
270,0,255,255,0.
271,0,255,255,0.
272,0,255,255,0.
273,0,255,255,0.
274,0,255,255,0.
275,0,255,255,0.
276,0,255,255,0.
277,0,255,255,0.
278,63,255,255,0.
279,156,255,255,0.
280,8,255,255,0.
281,0,255,255,0.
282,0,255,255,0.
283,0,255,255,0.
284,0,255,255,0.
285,0,122,35,0.
286,0,39,0,0.
287,0,24,0,0.
288,0,12,0,0.
289,0,141,141,0.
290,0,229,255,0.
291,0,240,255,0.
292,0,255,255,0.
293,0,205,247,0.
294,0,172,154,0.
295,5,126,5,0.
296,29,89,0,0.
297,44,101,0,0.
298,5,60,0,0.
299,0,0,0,0.
